text,sentiment,source
"I'm so tired of this heat already, and it's not even officially Summer yet ",negative,twitter
getting ready for the prom rave ,positive,twitter
@janelle_steele yes my emoticon theory states that you are just over 26 ,negative,twitter
I just woke up. It's 12.40 p.m. in germany --&gt; LUNCH: Sausages and beans! Bud Spencer style! ,positive,twitter
@dayziebaby Aw  He's gettin it all from dad! *tweet-hugs* Hope it'll changes!,negative,twitter
@Aliome hols was fabby but great to be back - shame to go into work tomorrow ,negative,twitter
Radio 1 Live Lounge with fairy cakes and ice-cold coke ,positive,twitter
headache ,negative,twitter
tweetdeck isn't working ,negative,twitter
@mokargas Hmm... Gravy... *drools* Insanity is sooooooooooo underated! ,positive,twitter
LIVE AID is still one of the most impactful events of my life...watched the entire thing on mtv w/ my high school friends...and the world ,positive,twitter
Wishing I was in AK for Iditarod Teacher's conference next week. I guess I'll clean my pool instead ,negative,twitter
"They're not, but that's okay. I'll see them the 16th, 17th &amp; 19th of July anyway. ",positive,twitter
"Right bed for me as I have school tomorrow  night all, nice day tweeting as always! X",negative,twitter
wishes Happy mother's day to all mothers!!! ,positive,twitter
"@aspenstudio That's just it - I feel like I should throw paint at him, grab the bucket of fish &amp; make for the lake to save them. ",negative,twitter
watched half of the grudge 3. couldn't bear anymore. that movie is TERRIBLE. ,negative,twitter
@Obsession31 hahhaha I see you've add the guys.    No surprises there... #BSB,positive,twitter
@BballChris23 lolllll any other teams that you would like to see win the finals!!! lolll I wanted the Grizzlies to win if not the lakers ,positive,twitter
2 cuts &amp; 9 blisters later taylor was totally worth it! I am kind of in pain tho but for rob id go through worse! ,positive,twitter
I just smelled this Guess by Marciano Gotta get it!!!! I guess i'm gonna give up the polo double black  til fall that is.,negative,twitter
"Taking a nap on my tummy, my back is currently aloe-d ",negative,twitter
"@divandiva i'm sorry, i know i'm adding to your agitation. maybe try meditating. and sleeeeeping ",positive,twitter
@clairey67 hangover???? ,positive,twitter
The Apps for twitter &amp; mygamertag are down on bebo  Jack,negative,twitter
"maybe getting tickets to see the killers in august too (in columbia, MD if you wanna go). this is turning out to be a great music summer! ",positive,twitter
Every time i wash my hair the purple streaks look more blonde.... noticeably more blonde  even with color protecting shampoo  ,negative,twitter
mango mojitos and a fabulous Happy Hour date with my lady ,positive,twitter
Just sitting here relaxing till my niece wakes from her nappy. ,positive,twitter
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone ,positive,twitter
@maggiephilbin they use leprechauns for posties....and they have quite a few ,negative,twitter
So i made my self feel worse. I cant believe i stayed here again y didnt i jst get the movies and leave  &lt;invisible&gt;,negative,twitter
Congrats Glo!! Roger won the french open. ,positive,twitter
I have a really bad cold and i cant seem to get rid of it. ,negative,twitter
"also just got back from my sisters house, noah wont let me bounce because he wants to &quot;go with unthle dave&quot; breaks my heart every time ",negative,twitter
"I'm coming down with a cold, or the flu, or swine flu, or ebola. Contractors don't get sick leave ",negative,twitter
@ryanseacrest I say pocket square. I think it looks better ,positive,twitter
is sick of this cold weather. i feel like lying out in the sun. I hate being pale ,negative,twitter
@nanoraptor boots  you got enough ram,positive,twitter
Heading home from New Orleans!  ,negative,twitter
@maybemybaby http://twitpic.com/6oiry - thanks baby ,positive,twitter
"is determined to stay up until it starts getting a bit light outside, as I'm traumatized from Drag Me to Hell  /sadface",negative,twitter
@MysticFearie I want chocolate! ,positive,twitter
LARP today - and I want to get a few more photos done. ,positive,twitter
@LiaHayatz ..compartment hidden by stacks of worksheets and file. so much time to rummage through. nampak sah got nothing better to do! ,negative,twitter
@shanedawson  I cant wait!!! Your vids always make me look forward to weekends even more ,positive,twitter
Currently deciding how to spend this perfect day ,positive,twitter
@meangirllissa thanks mel  imma miss u guys next yr ,positive,twitter
@CoCoGOODiES4 HAPPY G-DAY!!! to you Happy g-day to you happy g-day to you.....well its your birthday where i am ,positive,twitter
@WorkFromWithin We were so busy I didn't even get to talk with you!!  Please tell me you got your lipstick?! ,positive,twitter
"oprah,please say the tabloids are so wrong about you dying!! ",negative,twitter
Happy Birthday Leia! Sorry I can't be there  Better get your ass back here,negative,twitter
@pandagirl6357 where are u? ,negative,twitter
"@rinserepeat No, no Mac client that I know of. ",negative,twitter
http://www.youtube.com/xl looks awesome for my PS3. ,positive,twitter
sometimes you are yelling out for help but no one is listening cuz you are not yelling loud enuf ,negative,twitter
Vote your opinion on Susan Boyle!    http://tinyurl.com/SusanBoylePoll,positive,twitter
Back to work  but last night was lots of fun.,negative,twitter
Ever took a punch in the ribcage sonnny. I'm in love with kasabian! Thin tights - never that  yuck! I'm yellow x,negative,twitter
Show some love for them exotic glamorous cocktails....    Mixologist Love @  http://www.indiasbestbars.com/article/listArticle/5,positive,twitter
"@Documentally (laughs) Nah, just a lot of old dearies from nursing homes ",positive,twitter
"@VickiElam You, too!  ",positive,twitter
you've got a smile that could light up this whole town. ,positive,twitter
@TheDavidBlaise why would they call you a jo bro? Your so much awesomeerrr  and your cuter ,positive,twitter
 Need to be next to you Tucking u in and saying goodnight Smiles xxooxox,positive,twitter
@bobbi10100 of course i do  xxx,positive,twitter
"Fun night at Anarchy last night, lots of dancing while trying to avoid feet of people with no shoes on(?!) Moaned at for snoring again ",negative,twitter
"@SweetieANH yeah well I left my hotel at 6 and he has shown me some real New York spots, not the tourist places. Very nice night so far ",positive,twitter
i have to go..  http://plurk.com/p/xsi4l,negative,twitter
"Ooooooooh boy! It feels gd to be in bed. Finally! What a fruitful Monday.  tuesday is gonna be better, I hope! Gd night world!",positive,twitter
Managing to get a lot of work done late as I was watching a sick little boy today ,negative,twitter
"@tristasutter Morning! What did u think about the Survivor finale?  I didn't like that they voted off Taj.  Oh well tho, JT deserved it. ",positive,twitter
A perfect weekend is coming to an end.  Heading back to SF.,negative,twitter
Want to watch underworld with hunnie but ps won't read disc ,negative,twitter
I'm gonna miss you honey!  Huhu...,negative,twitter
Really really really doesn't want to go to work. ,negative,twitter
I am so sad I have to leave Finny at home when I go to work!  I am so attached to my little rapscallion!,negative,twitter
"At home, maybe I didnt go enywhere w/ my familly today..everybodys busy and I feel boooring at home  just watchin dvd till drunk -__-",negative,twitter
so much life to live. ,positive,twitter
Day off. sitting at the house.....going to dads later.  ,positive,twitter
@jemstone Can blogs on the BBC website flag up incoming links a la Wordpress? Can I tickle them ,positive,twitter
yayay finally tanningg outsidee ,positive,twitter
"@txaggie94 again I ask, what was the naughty part? Seems like he is doing his job as a young boy very well ",positive,twitter
"@kissmygumbo late, probably. wild? probably not, unless you're coming over ",positive,twitter
Today is friday. i kinda forgot. i'm almost a senior. ,positive,twitter
@x_rayray Kind of...I am really annoyed I missed the geoggers trip into Berko  It sounded fun...,negative,twitter
@imakewindows hamstrings. I didn't stretch before the game. ,negative,twitter
@faintstarlite Omg i saw ur video on youtube...omg ur baby is soo cute! Keep it up first time mommy! Ur doing great lol! ,positive,twitter
Follow the Leader ,positive,twitter
I'm going to insult the bots until one of their human masters replies ,positive,twitter
still waiting on a Jailbreak  #comeonpwnagetool,negative,twitter
What a crazy day..... too busy ,negative,twitter
"@TanJa_C lol, well I know I'm talking about the tv series ",positive,twitter
"I love the music of the Clash and I love the music of Joe Strummer and The Mescaleros. I went to this movie hoping to learn about the man behind most of that. But I came out of the theatre not knowing much more about Joe than I already did after reading the entry on Wikipedia. The movie never really gets through to the person, his thoughts and feelings. What they did was to collect the little material that they had, shaky blurry videos and to interview some people about Joe Strummer at a camp fire. It turns out that most of these people knew him very little or not at all, and that the director just wanted them in the movie in order to have some more celebrities say, ""Oh, he was such an inspiration to all of us"". Like Bono or Johnny Depp (whom they seemingly asked to keep his pirate costume on to benefit from his current success in Pirates of the Caribbean). It seems that the director could not even wait until the body was cold before he jumped in to sell his version of ""the greatest punk rocker and hippie at heart"" that ever lived, sanctifying the person without really knowing enough about him.<br /><br />Sure, being a fan i enjoyed seeing the images of the band, hearing the anecdotes behind the songs and such, but in the end I felt like what remained as the portrait of Joe Strummer could have easily been told in 60-90 minutes.<br /><br />Go see the movie if you are a fan, otherwise better listen to some music of the Clash or even better the undeservedly unknown Mescaleros, where Joe Strummer reached the peak of his musical development before his death, melting all his rich influences together to one amazing sound.",negative,imdb
"*(the one, not ine, i just can't type right now!)  i need my studio done.. like whoa       ",negative,twitter
@paulmorrisTIM we'll talk more about it  Maybe I'll sign up soon ,positive,twitter
@Eyebee Sent you an invite.  You should be able to click the login now. ,positive,twitter
ok ok...we won the fist half ,positive,twitter
yaay..new acc ,positive,twitter
boreeeeeed... Radio 1 is shocking and i have no inspiration to write from... ,negative,twitter
@KimmyQueen you say the truth! ,positive,twitter
@ChloeHaggerty its cloudy and cold here ,negative,twitter
@joannamiles you are welcome!  @GuidesForBrides would probably be worth following ,positive,twitter
I feel wasted...and dprssd.  ,negative,twitter
@lancearmstrong Does 7? ,positive,twitter
REALLY REALLY hopes you say yes  ...{positive energy},positive,twitter
"To fully uninstall iTunes 8.2 on Mac, close all iTunes and do this from Terminal.app.  Do NOT mistype it  .. https://twerbose.com/t8791",positive,twitter
"Spent the eve w/ old friends, saying gbye to my exhusband, @onewildeknight. Hard to see one of my BFs go; I count on him so much. ",negative,twitter
is so upset at the person who stole my husband's laptop.  It had Uly's 4d ultrasound pics in it. ,negative,twitter
@jvuuuzy I told you hop on that leaaan ,positive,twitter
@jonascool1 &amp; what time at your place? ,positive,twitter
@randymatheson my turntable broke  miso sad,negative,twitter
This shit lamee foreal lmaO ? but hey .. follow me ,positive,twitter
"Getting Ready,about to go to Qu33nz,Wif Denzel   drop comments.txt.aim.",positive,twitter
won the first game ,positive,twitter
Home Sweet Home  house parties have nothing but youngsters who get grabby and wonder why they catch attitude :-s,positive,twitter
@drekviii lol you would. and i hope i do  &amp; hey... someones birthday is coming uppppp(:,negative,twitter
@AntonioMBush my beautiful LB! Happy Birthday! Welcome to the 25 and up club! ,positive,twitter
sitting here babysitting. not having any fun cause no ones on ,negative,twitter
My back hurts ,negative,twitter
Sick  Sitting on the sofa watching australias next top model and drinking chicken and leek soup ,negative,twitter
 i don't wanna take this final...,negative,twitter
@taylorswift13 i can't believe that you're 6'!! that puts my sub par height to shame ,negative,twitter
the majority of mine are from robin  @michelleprici is cute. she just called to see if i was ok,positive,twitter
@thenewbnb My real part today crossed 200 cool naa ,positive,twitter
Gloucester/Cape Ann/ Ahhh...Grasshopper  : Actor David Carradine found dead in Bangkok http://tinyurl.com/qwacxs,negative,twitter
Yaay! I finally get how to use this thing ,positive,twitter
@ding_dong_ditch It will take forever to clean ,negative,twitter
really like the swalvo church.. ,positive,twitter
@miked_up  killing won't get anybody anywhere though. tell them that,negative,twitter
@bitterer  you have to. And for the Metro: Best thing is to buy an Ticket and ride around the inner circle line 5 (I think it was),positive,twitter
Asshole just went thru wooley edge and no stop  fffuuuuuuuu,negative,twitter
"home from a fun wind-up with 12/13 year old kids. on the other hand, superstore not carrying breyers coffee ice cream is not fun. ",negative,twitter
im so stupid!why do i like a guy that doesnt even know i exist?i mean seriously im never gonna meet him.thinking of him is just a waste! ,negative,twitter
@ColleenLindsay me too   tho i've been without for quite awhile now you'd think I'd adjust,negative,twitter
 notsugripp http://www.kivisaar.com/itblog/04/2009/898/notsugripp.html via @addthis,positive,twitter
@trivialbenj the latter. And you use everyone on your bench and lose by giving up a 3-run homer in the top of the 18th. ,negative,twitter
@HR_Minion We can have our own mini-session in Chicago   #SHRM09,positive,twitter
@Lady_Twitster now that would put a look of horror on people if i went to the office in them! what would the people on the bus say ,positive,twitter
im still dirty..even after scrubbing... ,negative,twitter
Just punkN them Nuggets!! C'mon Lakers! HeadN home... ,positive,twitter
commentators are talking of Shaq and Nash's twittering on a Live Phx Suns match ,positive,twitter
"@lilzigz1 We definitely love our Pickle, our Cheese, &amp; our Ketchup.  And the Bun.",positive,twitter
Attending #TWTRCon 09 and learning about marketing uses for Twitter  . . .definitely different feel and audience than #140tc was ,positive,twitter
@shyneell you shouldn't be jealous at all when you're that beautiful. love you so much hunn. &lt;33 so glad that we're friends ,positive,twitter
@ASecondOpinion0 Kotaku can do a better job than i ever can on all day 1 - http://bit.ly/YgAPm  ,positive,twitter
is back from the rain. Game postponed.  http://plurk.com/p/xmw65,negative,twitter
gotta love howard's knob   ,positive,twitter
@thisismer loveing the new picture my dear ,positive,twitter
@TaylorLautner_ luv you  im soo mad i never saw you when you were in vancouverrr can't wait for new moon im on team jacob ps. nice abs ;),positive,twitter
Woke up this morning to the sun shining through the curtains and blinding me. Kinda nice actually. Still can't get to SH from work. ,negative,twitter
@JuanBYF firecrotch is going to get a kinji kick in the face and it will all be better ,positive,twitter
@hisforhome good luck with your sourdough starter! I'm ashamed to admit that I killed mine through neglect ,negative,twitter
Phone finally bout to shut off. Now I really feel like curling up and crying. ,negative,twitter
"Just got home, tired &quot;Shocking!&quot;...singing the Greatest hits of the Queens &amp; Tom Jones on my way home...now i'm losing my speaking voice ",negative,twitter
"or rather, good morning here. good afternoon to tweeps in europe. ",positive,twitter
Tough loss for the A's again tonight. We showed a lot of fight but couldn't hold off the bottom of the 9th inning win.  Here's to tomo ...,negative,twitter
I am so so so so so bored of studying ,negative,twitter
off to bed- too tired to do anything else (jeez and its only 3:10) ill fall asleep listening 2 paramore (like i do every night) ,positive,twitter
"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!! ",positive,twitter
"i decided to study very hard for next exam to be #1 in my class. haha. last exam, i was #2 ",negative,twitter
@elorg Lets get your crazy cats and my lazy dogs in the same place at the same time! ,positive,twitter
"@MissxMarisa cool, listening to them now thanks!! ",positive,twitter
@Petit_Cheri oh yum! I wish I was baking ,positive,twitter
"@MeccaStarr u shakin ur head cuz u aint drink, but I'm suffering the consequences now ",negative,twitter
tonight events will be remembered. hahah. met new people&amp;&amp;new area of people. I got jacked 5 dollars; whatever! two weeks will be fun. ,positive,twitter
I always fall asleep on @laur3en. It makes me feel silly cause she can always stay up later than me. She's so cute  i love her so&lt;3,positive,twitter
"@peterfacinelli  Too bad u have to keep on explaining retweets! Please, make sure u read the msg I sent u 3 hours ago, if u received it ",negative,twitter
"@hawtspot Woooo! Creepy Cute Crochet, FTW! ",positive,twitter
Not feeling great and I've got hours left of work ,negative,twitter
Going to the gym &amp; then laying out by the pool! ,positive,twitter
bought some new shoes today ,positive,twitter
"@PUSHMONTANA  lol u silly, yea i got u lol mr brolic... u should come to the show tho  aint seen u in 30years lol",positive,twitter
"@LivingGood That sucks severely! The tan ones are sick, Fab rocked yesterday.  ",positive,twitter
tired......today was pool day with my buddies IN THE RAIN!!! that was pretty exciting ,positive,twitter
@migsmusiclover Mary Mount.  She transferred. She's part of Veronica last SY. She's so sweet. Imissher badly. ,negative,twitter
 say it ain't so #trackle say it ain't so!,negative,twitter
"@a_rybak Great result, well done, loved your song and performance! Hope you're not too tired after the party!! ",positive,twitter
@awpoordidi true  hahh. I'm just too eager for my happily ever after. Its hard to keep myself held back &amp; just enjoy the moment.,positive,twitter
I can say that this is my BEST and WORST birthday :-&lt; I just hope something good will happen ,negative,twitter
ghad i hope i have the swine flu... ima cough on all the lil white kids at work for giving it to me ,negative,twitter
Paintball on Saturday must have been awesome. I can barely move because of the pain. ,positive,twitter
Taking hubby to aiport this afternoon... So not ready for him to leave ,negative,twitter
Robert pattinson night with @allyallysmith!   Watching Twilight right now!,positive,twitter
@djjazzyjeff215 NO WAY...that is SO Not right!!! ,negative,twitter
"@Lynne90 Lol, i wish i was in Dublin! ",positive,twitter
@screwyouup what songs? Never share ,negative,twitter
hay .. doing things right makes you the wrong person pa ... ,negative,twitter
http://twitpic.com/6ibyz - Join the VitWater Animo Triathlon!  btw that's me on the far top left. ,positive,twitter
"@Jamesallenonf1 Loving your tweets, have Twitter, TV and web timing  #f1",positive,twitter
@petewentz can you ask Patrick to cover &quot;Purple Rain&quot; as it's awesome &amp; so are you guys! ,positive,twitter
Audio: pearlsbeforeswine: love this song! love al green  http://tumblr.com/xzn1t6r3d,positive,twitter
@meltedflame i think you really should let ewens megan fox idea go through.  thats just unfair otherwise ,negative,twitter
"Is really sad. Someone ran over Willie this weekend, they didn't even slow down.  I'm pretty sure it was on purpose. ",negative,twitter
I wish someone had a secret crush on me. ,negative,twitter
Half day ,positive,twitter
Had a lovely time with sister in law and friends tonight.  Sort of a sex in the city night. I can't believe I've just said that ,positive,twitter
@Hanadi7994 No no no. He CAN'TT. ACK. I LOVE how his hair has been looking lately. ,negative,twitter
@jearle Still expensive - but it's a *real* lens ,positive,twitter
I just ran over a bunny ,negative,twitter
"@lizwebpage Divots, dear.. divots. ",positive,twitter
"i want pizza  off anyway, have a nice day y'all..",negative,twitter
"Friday at last!! Now, only if I didn't have to work tomorrow morning!  ",negative,twitter
I'm really hungry ,negative,twitter
 missing someone,positive,twitter
Just post tons of my Bali vacation photos to my facebook. Makes me miss Ubud  want to go back! Its too shortttttttt,negative,twitter
movies do not look so interesting ,negative,twitter
@Jamey_Giddens yeah if you watch those shows... sucks to be me right now ,negative,twitter
@_jaden_ deffo! aaah.. wish you were here to watch it with me!  maybe next year!,positive,twitter
My gma is snoring. Lol.  off to bed soon.,positive,twitter
"that sounds boastful, i didnt mean it to, i'll do worse in the actual exam ",negative,twitter
"That's all I remember from Alice in Wonderland.  It creeped me out.    Yeah, I'm a dork. ",positive,twitter
@jonjlatzer thx and its good to see u are looking after ur followers! ,positive,twitter
Neeeeds to get to the mall ,positive,twitter
Has anybody been able to sync there desktop #tweetdeck to their iphone app?  It won't do it for me ,negative,twitter
Why doesn't Rob tweet anymore?  ,negative,twitter
Physics class is going by so slow today..  I just want to lounge around the house all day..,negative,twitter
sunny day... as always... boring day ... as always... ,positive,twitter
@crisette LOL! Idk surprisingly I have the whole weekend off. So that means I won't get to see you til next weekend ,negative,twitter
"everyone's goneee ! ahh well, time to start on an assignment  i'll be quietly tweeting !",positive,twitter
Feeling un loved and unwanted. You know its bad when they dont answer your messages and they complain about your tweets ,negative,twitter
Also picked up a nasty bug thingy which has made me feel completely 'orrible ,negative,twitter
watching *Willow* what a cool movie ,positive,twitter
@jimspirir you guys didnt call me for the photo shoot  let's do another one!,negative,twitter
"@Notrox LOL we still ere dude,, just been 2 busy 4 the tweets!!! U ok matey ?? ",positive,twitter
@KittyBells I can't eat tomatoes ahahaha. I had some soup tho ,positive,twitter
dance dance with intensity!! ,positive,twitter
its been raining so long it smells like mildew or some shit outside ,negative,twitter
Mavis &amp; I succeeded at being completely lazy today. Guess the yardwork will have to wait til tomorrow ,positive,twitter
@IWTB Holy baby Jesus I deleted it in the nick of time  No Miley Cyrus photo scandals for me I say!,positive,twitter
@juicyuncensored  morning love and thanks for allow me to wake to this pic of your ass everyday lol ,positive,twitter
"@bahbahimasheep keep in mind we'd have to come back @330  but could leave worcester at like 830? if thats ok w/u, we'll get breakfast!",negative,twitter
House has finished. Gota wait a week for next eps now ,negative,twitter
@TasteofKaos its ok.... girl problems.....  #BSB,negative,twitter
"Beginning with its long opening shot of seemingly endless rows of assembly line workers in a Chinese factory, Manufactured Landscapes attempts to show the devastating impact of industrialization on the natural environment and traditional societies. Its droning narrative assumes that industrial development in China and elsewhere is entirely unprecedented, as if there had never been an industrial revolution in Europe and America and Karl Marx had never visited the British Museum. That there might be a connection between the present-day Asian drive for industrialization and wealth and earlier experiences of starvation and terror is never mentioned.<br /><br />At the same time, there's an effort to present Edward Burtynsky's photographs of industrial waste as somehow ""beautiful"". Much of the film is a slide show of these images. They are well produced, of museum size, and have apparently appeared in several exhibitions. To me, however, they only demonstrate that almost any photograph can be made to appear beautiful if well presented. Industrial waste is still industrial waste. The relationship, if any, between the photographs and the film's spoken message remains unclear.<br /><br />I don't mean to imply that there aren't real and sometimes desperate problems when countries rush to industrialize. Manufactured Landscapes, however, offers only strange and bitter hopelessness. It's like a two-hour lecture by Noam Chomsky. Maybe it has some value as a demonstration of what's wrong with the American (and Canadian) Left.",negative,imdb
@mamapigeon My daughter was sick that day so couldn't make the LA NP tweetup.   I'm guessing it was fantastic!,negative,twitter
@theSmaw I can tell that you don't get the bus in from Brixton ,positive,twitter
@emmybunny Congratulations! Yay you! ,positive,twitter
IS CRYING BECAUSE HER DOG FLEET HAS ALREADY PASSED AWAY HE WAS THE BEST DOG I COULD HAVE AND HE DIED AT ABOUT 5:50 SO SAD ( ,negative,twitter
I get super geeked @ new school supplies. Makes me sooo optimistic   http://twitpic.com/6unmd,positive,twitter
"wonderful day, but bad weather. I'm happy today ",positive,twitter
"@mikeanywhere Hey Mike, no my head is OK, I'm quiet good actually  And how about you?",positive,twitter
Waiting for my second wind . . . I don't think it's coming.  ,negative,twitter
Does anyone know of a hairstlist in Des Moines that isn't afraid to take risks? Whenever I ask for something funky I get grandma. ,negative,twitter
@victorQUEST btw. lovin the profile pic. ,positive,twitter
"@Whoven yes, I really like it! Im gonna save it and add to my pics if its ok with u, I will credit u for it ",positive,twitter
@vintagethunder followed you! ,positive,twitter
Very bummed I won't be able to attend Embassy Ball tonight - have just taken migraine meds and will crash soon  #slapam #slait #sla2009,negative,twitter
@babyitssel Thank you  &lt;3,positive,twitter
just relaxing tonight ,positive,twitter
"Mmm, just had some tuna mayo sandwiches. i thought it was around 2pm, apparently it's almost 5 ",negative,twitter
join my group SXinneyMomma! on facebook! see you there!....and here! ,positive,twitter
well friends...been a long productive day... I'm shuttin it down n goin to cuddle my ass off! Gnitee ,positive,twitter
Sleeeeeep sleeeeep zzzzzz. That's what I'm doing after work!! ,negative,twitter
@lemezma sowwy   My mind is still @ Sun City!  Focus Joy!,negative,twitter
Happy Father's Day to all the fathers.   I miss my daddy   he passed away Christmas eve '07,negative,twitter
@Rubygirl185 and a good morning to you ruby ,positive,twitter
"@wheresclark Mate, I have had it for YEARS! Maybe 20?! A friend was talking about the song so I dug it up  It says &quot;Limited Slime Edition&quot;",positive,twitter
"new comedian found, pity he's not that funny ",negative,twitter
"http://bit.ly/pCdXl &lt;-- Do it up guys!! Anyway, how is evrybody? I fel like come friday, I'll have nothing to tweet about. Oh Dear ",negative,twitter
@JessJ9294 she loves it...and Rob.  lol,positive,twitter
@brockstorm talk to me. ,positive,twitter
"Pirate Play is done (twice). Coffee gurgling, peaceful house, listening to Melvyn Bragg. Welcome back, life. I missed you ",positive,twitter
@ddlovato i just voted for you ,positive,twitter
@NotQuiteNigella It's so crispy! I keep picking extra bits of it straight from the dish ,positive,twitter
400 updatessssssssssssssssssssssssssssssssssssssssssssssss ,positive,twitter
Cannot believe @Sparkly_Devil1 surprised me with Harajuku perfume! So fabulous (her and the perfume!) ,positive,twitter
GBN Class of 2009. Just graduated. At Olive Garden with the fam. ,positive,twitter
9 minutes in and i already hate school and teachers again! ,negative,twitter
@philipbloom I kind of liked the minimalist grey box ,positive,twitter
wahhh last day of vacation ,negative,twitter
@sebby_peek now your making me feel oblivious  i want you ,negative,twitter
"watching the office today, I guess. Catching up on season 5. But starting at episode 10 ",negative,twitter
I've a cold  ...,negative,twitter
I hate mornings ,negative,twitter
"@OldeGreywoolf I don't like Red Bull &amp; by the sounds of it, I couldn't do that tea. ",negative,twitter
Hmmm.. So it's 9:30... What should i do...? Go on the computer...? No.. It will be boring... I miss Ashley.  Come home so i wont be bored!,negative,twitter
@CHICAGO_lollie T-Baggin'... and Boats and Hoes.  Oh boy,positive,twitter
Sweet  did he say how much you will get for it?,positive,twitter
At prom !!!!! ,positive,twitter
had a great performance and grest night with my ladies ,positive,twitter
@iranrevolution  why dont you use google (i could help you if i didnt have 140 characters limit ,negative,twitter
LITTLE TIRED. BUT ROYKSOPPÂ´S WITH ME ,positive,twitter
"@Moonshayde they're luckyï¿½Hunter's so fearless, i hold him on the balcony cos there's a 40' drop below &amp; i don't wanna see smushed kitty ",negative,twitter
Zomg. The cheesecake i made yesterday is completely orgasmic  yummmmmmmm,positive,twitter
im gonna miss my bff awww   have a safe trip mwahhhh,negative,twitter
That drake and josh episode was heaps sad ,negative,twitter
@MykalBloom Actually...Bill/Eric &gt; BOTH Jacob and Edward so it really doesn't matter. LOL! ,positive,twitter
"Yea next time the dogs stay him, bad dogs taking a homeless guys scraps ",negative,twitter
"Woo, @jamescorkhill &amp; I have been together for 2 years today ",positive,twitter
@jwilphotos I fell asleep after the first 30 mins...  lol! But it was pretty good up to that point. Lol! Imma watch it On Demand tomorrow,negative,twitter
@philpringle Amen Pastor! thats so true...the fulfillment comes in knowing they've stretched their potential!! ,positive,twitter
"Somehow, I was bitten 6 times without me even noticing. How did this happen?! So itchy ",negative,twitter
helps reluctant pineapples  Memories.,positive,twitter
"is looking after her poorly little sister  @patrick_henry91 WHEEEY~! ill try come over next week and see you, donz, ellen etc x",negative,twitter
" today, but its cool. The most interesting thing happened to me this morning on my way to the office hmmm.... Got me a cup of JOE!!!",negative,twitter
i love the rain!! ,positive,twitter
229 people want Robert Downey Jr. showcased! Add your signature too   http://tinyurl.com/da59hx,positive,twitter
Not feeling well again tonight going to bed early. Glad I didn't have to work tonight but shitty I work tomarrow ,negative,twitter
"So I called work and said fuck off! Of course I didn't, heh. But I have told them I will not be in today. I feel like blah all over ",negative,twitter
is in the middle of listening to PICpodcast and it's pretty funny. I'm so jealous! ,positive,twitter
@fAnPirEbEe it can be fun.. ,positive,twitter
@sfunbreakable yea is there? let me look i do like GAME but not a fan of pre-ordering things ,positive,twitter
"im tired, but if I nap il never wake up ",negative,twitter
"@marginatasnaily I wasn't well before, and now I'm even worse.  I'm literally having a breakdown right now. x",negative,twitter
Can't sleep and nothings on tv!! ,negative,twitter
This is the new official XOXOT3AMBR33ZYXOXO twitter account. please follow  to stay updated on the latest CB news. ,positive,twitter
"@bentriderro ohh, I think I just hurt myself with this double double seems to be a bit stronger - woke me up quickly ",positive,twitter
I hear rain falling outside.  Not sure if caching will happen this afternoon. ,negative,twitter
With the boyfriendd ,positive,twitter
I miss my spongebob... ,negative,twitter
"@JELuttrull cool. Ruth at BWR reps her, so I'll shoot her an email if I don't talk to her tonight. If I find a damn suit this late ",negative,twitter
@Wendywitwoo You're more than welcome...sounds like an amazing offer!  x,positive,twitter
Almost midnight and not tired. What shell I do?! ,positive,twitter
If I can stand at the concert I will take photos to share with you guys. Now I have to vomit again. Sry  Goodbye!,negative,twitter
@mileycyrus OMG NEW SONG!! ,positive,twitter
I think I'm lactose intolerent  help me.,negative,twitter
@LizCasales They look yummy.  You're quite the baker ,positive,twitter
"@YoungQ a little late, I am in Belleville, MI - Just got home from my son's best friend Anthony's birthday party! June 25th MI  Woo-HOO",positive,twitter
@CrazySlutty Your 360 is in my thoughts and prayers. I hate it when that happens. So depressing ,negative,twitter
"awww. I love them. well, him. ",positive,twitter
"@Dannymcfly DANNY please, we are in the hotel in sao paulo, just say NO if maybe you won't come down here to see us, so we can go home ",negative,twitter
@atebits Why the switch of names for the mac client? I liked BigBird ,negative,twitter
@s4r4hj I know! already looking online to see what I'm after! Lol! ,positive,twitter
Trying so hard to not kill somebody...!!  I'm so really stupid right now...!! ,negative,twitter
--this girl on the train boyfriend deaded her over the phone. she is siiiiiiiick. poor baby ,negative,twitter
@BobinDenver you've got my wallet's persona pegged ,positive,twitter
@bobbbie you don't love me anymore ,negative,twitter
I'm rather thankful for the weather cooperating with my suit-up day. ,positive,twitter
"Turning Into a Veggie NOT Because I Love Animals ,,I Just Don't Like Meat =].Except In Burgers ",positive,twitter
@drew8890 I got a message from the masquerade no tickets will be sold at the door. Oh well they shall be back! soon i hope ,negative,twitter
@anneyy thanks ,positive,twitter
I say that joomla ride!! ,positive,twitter
My baby had her puppies! 4 girls! The 1st boy died during labor  but 800 dollars later all is well! WTF!,negative,twitter
Twitter is deleting my direct messages and post new ones in my DM box two hours late ,negative,twitter
